qid,subject,body,category,answer,topic,keywords
630,Help regarding Exam anxiety This started after an update.,Any simple routine for nervous during exams and forget answers that works daily? Can you explain in simple steps?,Education,Suggested steps: Revise with active recall and sleep well.,Exam anxiety,"mock tests, breathing, active recall, past papers, time management, mentor"
502,Advice needed for Morning headache I tried basic steps but it didn't work.,I have wake up with headache and dry mouth. What are common reasons and safe home-care tips? I tried basic steps but it didn't work.,Health,Suggested steps: Hydrate well and improve sleep routine.,Morning headache,"hydration, sleep, stress, caffeine, snoring, apnea, routine"
335,How to manage expense tracking planning?,It happens mostly in the evening. Issue: want to track spending and save more. I need a quick solution because it's urgent.,Finance,"Suggested steps: Automate savings first, then budget the rest.",Budget planning,"budget, expenses, savings, tracking, 50/30/20, goal, limits"
286,Beginner question: Investing I’m not sure what to do next.,Any long-term fix would be helpful. Problem: want to start putting money in funds with small amount. Can you explain in simple steps?,Finance,"Suggested steps: Build emergency fund first, then invest long term.",Investing,"sip, index fund, etf, diversify, compounding, risk, long term"
19,network losing connection on my device,Please explain possible causes for laptop keeps dropping internet every few minutes and how to troubleshoot. Can you explain in simple steps?,Technology,Suggested steps: Disable power saving for the Wi-Fi adapter and test another network.,WiFi disconnecting,"wifi, wireless, network, router, driver, dns, channel, 5ghz, firmware"
585,Morning headache — what should I do? It happens mostly in the evening.,Symptoms: wake up with headache and dry mouth. When should I see a doctor?,Health,Suggested steps: Reduce stress and check dehydration; see doctor if frequent.,Morning headache,"hydration, sleep, stress, caffeine, snoring, apnea, routine"
749,Exam nervousness: need guidance Can you explain in simple steps?,Any simple routine for nervous during exams and forget answers that works daily?,Education,Suggested steps: Break syllabus into small parts; repeat often.,Exam anxiety,"mock tests, breathing, active recall, past papers, time management, mentor"
84,Trouble with App crashing Can you explain in simple steps?,I tried basic steps but it didn't work. Issue: app closes suddenly when I open it. This started after an update.,Technology,Suggested steps: Check permissions and disable battery optimization for the app.,App crashing,"crash, cache, reinstall, update, storage, permissions, bug"
62,Need help with App crashing,I am facing app closes suddenly when I open it. What can I do to solve it permanently?,Technology,"Suggested steps: If issue started after update, reinstall a stable version.",App crashing,"crash, cache, reinstall, update, storage, permissions, bug"
463,Advice needed for Stomach pain This started after an update.,I have pain and bloating after meals. What are common reasons and safe home-care tips?,Health,"Suggested steps: If severe symptoms, seek medical care.",Stomach pain,"bloating, trigger foods, food diary, probiotics, hydration, gas"
292,What should I do if Credit score happens? I’m not sure what to do next.,Any long-term fix would be helpful. Problem: credit score dropped suddenly. Any long-term fix would be helpful.,Finance,Suggested steps: Dispute wrong entries with the credit bureau.,Credit score,"credit score, report, utilization, bureau, dispute, inquiry, dues"
448,Is Morning headache serious?,It started recently: wake up with headache and dry mouth. Any simple remedies? It happens mostly in the evening.,Health,Suggested steps: Hydrate well and improve sleep routine.,Morning headache,"hydration, sleep, stress, caffeine, snoring, apnea, routine"
183,What should I do about Phone overheating?,This started after a recent change. Details: phone gets hot while charging. Any suggestions?,Technology,Suggested steps: Remove thick phone case and charge in a cool environment.,Phone overheating,"overheating, charger, battery, fast charging, brightness, apps, temperature"
550,Is Stomach pain serious? It happens mostly in the evening.,I have pain and bloating after meals. What are common reasons and safe home-care tips? It happens mostly in the evening.,Health,"Suggested steps: Walk lightly after meals; don’t lie down. If it continues, consider expert help.",Stomach pain,"bloating, trigger foods, food diary, probiotics, hydration, gas"
501,Advice needed for Morning headache I’m not sure what to do next.,Looking for general guidance for wake up with headache and dry mouth.,Health,"Suggested steps: Avoid screens before bed and keep regular sleep time. If it continues, consider expert help.",Morning headache,"hydration, sleep, stress, caffeine, snoring, apnea, routine"
224,Credit score issue,This started suddenly: credit score dropped suddenly. What should I do first? This started after an update.,Finance,Suggested steps: Keep utilization below 30% and pay dues on time.,Credit score,"credit score, report, utilization, bureau, dispute, inquiry, dues"
425,Cold and throat cough — what should I do?,Looking for general guidance for sore throat and cough for several days.,Health,Suggested steps: Drink warm fluids and rest; use steam inhalation.,Cold and cough,"cough, sore throat, steam, hydration, fever, salt water, humidifier"
468,Advice needed for Morning headache,I have wake up with headache and dry mouth. What are common reasons and safe home-care tips? It happens mostly in the evening.,Health,"Suggested steps: Track triggers like sleep, diet, caffeine.",Morning headache,"hydration, sleep, stress, caffeine, snoring, apnea, routine"
320,UPI failed issue I need a quick solution because it's urgent.,I need a step-by-step strategy for UPI payment failed but money cut. Can you explain in simple steps?,Finance,"Suggested steps: Check daily limits, network issues, and app updates.",UPI failed,"upi, reversal, utr, reference, bank, npci, pending, limit, dispute"
329,What should I do if Loan EMI happens?,Any long-term fix would be helpful. Problem: confused between shorter vs longer EMI. Can you explain in simple steps?,Finance,Suggested steps: Pick affordable EMI and prepay when possible.,Loan EMI,"emi, tenure, interest, prepay, calculator, payout, loan"
444,What can cause Morning headache? Can you explain in simple steps?,Symptoms: wake up with headache and dry mouth. When should I see a doctor?,Health,"Suggested steps: If snoring/apnea symptoms, consult doctor. If it continues, consider expert help.",Morning headache,"hydration, sleep, stress, caffeine, snoring, apnea, routine"
